,nama_produk,harga,diskon,rating,foto_produk,url_produk,nama_toko,lokasi_toko,url_toko,asal_ecommerce
10,Soft Case Silicon Matte Xiaomi Redmi 4x,15000,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/6/9/357e6775-cf8b-4f4c-906c-b04bca512e99.jpg,https://m.tokopedia.com/23acc/soft-case-silicon-matte-xiaomi-redmi-4x?whid=0,PHOENIX 23,Jakarta Pusat,https://m.tokopedia.com/23acc,tokopedia
12,Case Slim Matte For Xiaomi Redmi 4x - Free Tempered Glass,15000,0,4.8,https://images.tokopedia.net/img/cache/250-square/product-1/2017/11/27/1442596/1442596_a4968bc5-e9a0-41eb-badc-9bc71fdfc933_850_850.jpg,https://m.tokopedia.com/twelvencom/case-slim-matte-for-xiaomi-redmi-4x-free-tempered-glass?whid=0,Twelven com,Jakarta Barat,https://m.tokopedia.com/twelvencom,tokopedia
339,XIAOMI Mi Redmi 4x redmi4x Casing Ipaky Carbon Karet Soft case Karbon cover Slim Armor Softcase TPU Silikon Karet,15000,0,4.8,https://s2.bukalapak.com/img/7994916181/large/XIAOMI_Mi_Redmi_4x_redmi4x_Casing_Ipaky_Carbon_Karet_Soft_ca.jpg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/83yevl-jual-xiaomi-mi-redmi-4x-redmi4x-casing-ipaky-carbon-karet-soft-case-karbon-cover-slim-armor-softcase-tpu-silikon-karet,ARRAHMAN OUTLET,Jakarta Barat - DKI Jakarta,https://www.bukalapak.com/u/raihanalbatawi,bukalapak
221,[FI02] Softcase Gambar for Xiaomi 4A 4X 5+ 5A 6A 7A 8A 9A 9C NOTE9 NOTE8 NOTE7 NOTE5 S2 POCOM3 MIA1,15000,40,4.8,https://cf.shopee.co.id/file/63f5092c1a9f62b2506bf49895a39f4d,https://shopee.co.id/-[FI02]-Softcase-Gambar-for-Xiaomi-4A-4X-5+-5A-6A-7A-8A-9A-9C-NOTE9-NOTE8-NOTE7-NOTE5-S2-POCOM3-MIA1-i.423763132.8245314728,findcase,KAB. BOGOR,https://shopee.co.id/findcase,shopee
237,[FI16] Softcase Gambar for Xiaomi 4A 4X 5+ 5A 6A 7A 8A 9A 9C NOTE9 NOTE8 NOTE7 NOTE5 S2 POCOM3 MIA1,15000,40,4.8,https://cf.shopee.co.id/file/85c5cc9130d8b3e405c5735ba7e0faa5,https://shopee.co.id/-[FI16]-Softcase-Gambar-for-Xiaomi-4A-4X-5+-5A-6A-7A-8A-9A-9C-NOTE9-NOTE8-NOTE7-NOTE5-S2-POCOM3-MIA1-i.423763132.7386792846,findcase,KAB. BOGOR,https://shopee.co.id/findcase,shopee
229,REDMI NOTE 3 / R.N.4X / R.N.5A / R.N.5 PRO / R.N.6 CASE DOVE RING CAMERA,15000,Non,4.8,https://cf.shopee.co.id/file/f4bd468218951375ad03205f396be4bf,https://shopee.co.id/-REDMI-NOTE-3-/-R.N.4X-/-R.N.5A-/-R.N.5-PRO-/-R.N.6-CASE-DOVE-RING-CAMERA-i.401209581.3382789851,venetian_official,KOTA JAKARTA PUSAT,https://shopee.co.id/venetian_official,shopee
53,CASE XIAOMI XIAOMI MI REDMI 4X PRIME SOFT SLIM MATTE SOFTCASE REDMI4X,15000,0,4.9,https://images.tokopedia.net/img/cache/250-square/product-1/2019/1/14/217925806/217925806_b1f5fc10-cd82-4800-a723-aeb6f00f033f_700_700.jpg,https://m.tokopedia.com/bontothd/case-xiaomi-xiaomi-mi-redmi-4x-prime-soft-slim-matte-softcase-redmi4x?whid=0,BONTOT hd,Jakarta Barat,https://m.tokopedia.com/bontothd,tokopedia
150,Xiaomi redmi note4 snapdragon note 4x case cover armor casing carbon,15000,0,4.9,https://images.tokopedia.net/img/cache/250-square/product-1/2017/11/7/180439141/180439141_a7ef8c8a-ed7c-4a1c-95be-0f84f0b35400_800_800.jpg,https://m.tokopedia.com/ar-rahmani/xiaomi-redmi-note4-snapdragon-note-4x-case-cover-armor-casing-carbon?whid=0,AR RAHMAN OUTLET,Jakarta Barat,https://m.tokopedia.com/ar-rahmani,tokopedia
306,Xiaomi Redmi Note 4X Note 4 Soft Case Dove Matte Armor Shockproof Colored Froasted Macaron Fuze,15000,0,4.9,https://s4.bukalapak.com/img/91151003962/large/data.jpeg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/44lrjo2-jual-xiaomi-redmi-note-4x-note-4-soft-case-dove-matte-armor-shockproof-colored-froasted-macaron-fuze,Sense,Jakarta Utara - DKI Jakarta,https://www.bukalapak.com/u/sense320,bukalapak
39,Case Casing Cover Auto Focus Kesing Xiaomi Redmi Note 4 Note 4X,15000,0,5.0,https://images.tokopedia.net/img/cache/250-square/product-1/2019/10/29/22101421/22101421_ae0821f9-cbbe-41bb-9645-b67f7655ce10_700_700,https://m.tokopedia.com/fantastic13/case-casing-cover-auto-focus-kesing-xiaomi-redmi-note-4-note-4x?whid=0,fantastic.victorious,Bandung,https://m.tokopedia.com/fantastic13,tokopedia
125,"Slim Case Black Matte Softcase Xiaomi Redmi Note 4 / 4X (5.5"")",15000,0,5.0,https://images.tokopedia.net/img/cache/250-square/product-1/2019/6/23/32188403/32188403_cc1160c6-9721-47c6-b93f-c6c88dd9b253_768_768,https://m.tokopedia.com/berkahacc15/slim-case-black-matte-softcase-xiaomi-redmi-note-4-4x-5-5?whid=0,Berkah Acc 15,Surabaya,https://m.tokopedia.com/berkahacc15,tokopedia
334,SILIKON FIBER WING XIAOMI REDMI 4X - SOFT CASE REDMI 4X,15000,0,5.0,https://s2.bukalapak.com/img/78162065442/large/data.jpeg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/3n8t735-jual-silikon-fiber-wing-xiaomi-redmi-4x-soft-case-redmi-4x,168ACCSTORE,Bekasi - Jawa Barat,https://www.bukalapak.com/u/toko168accstore,bukalapak
277,REDMI S2 / 2S / 3S/3X/3 PRO / 4A / 4X / 5A / 5+/ 6 / 6A / 6 PRO  CASE DOVE RING CAMERA,15000,Non,5.0,https://cf.shopee.co.id/file/f4bd468218951375ad03205f396be4bf,https://shopee.co.id/-REDMI-S2-/-2S-/-3S/3X/3-PRO-/-4A-/-4X-/-5A-/-5+/-6-/-6A-/-6-PRO--CASE-DOVE-RING-CAMERA-i.401209581.9029203706,venetian_official,KOTA JAKARTA PUSAT,https://shopee.co.id/venetian_official,shopee
266,CASING SOFT CASE XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 9 5 NOTE 7 R434,15470,9,4.6,https://cf.shopee.co.id/file/1cfa2801b9ebae27e5bf903fb25f1afe,https://shopee.co.id/-CASING-SOFT-CASE-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-9-5-NOTE-7-R434-i.35026093.4255499175,rajakingkong,KOTA JAKARTA TIMUR,https://shopee.co.id/rajakingkong,shopee
215,Xiaomi Redmi POCO X3 NFC 9 9C NFC 8 6A 5A 4A 8A PRO 8A Dual 10X Redmi Note 9 8 7 5 4 4X 8 PRO 5 PRO 7 PRO 7S Motif Flower Daisy Casing Soft Case TPU  untuk POP Singer GD,15529,79,4.9,https://cf.shopee.co.id/file/0ff43f670897bf29fe2ac13e7d890880,https://shopee.co.id/-Xiaomi-Redmi-POCO-X3-NFC-9-9C-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X-Redmi-Note-9-8-7-5-4-4X-8-PRO-5-PRO-7-PRO-7S-Motif-Flower-Daisy-Casing-Soft-Case-TPU--untuk-POP-Singer-GD-i.77884290.5339651774,3dcase.id,,https://shopee.co.id/3dcase.id,shopee
248,Silicone Case Premium xiaomi Redmi Note 9 8 7 5 4 4X 8 POR 5 PRO 7 PRO 7S Redmi POCO X3 NFC 9 9C NFC 8 6A 5A 4A 8A PRO 8A Dual 10X  Pink Cherry Summer Dessert,15529,79,4.9,https://cf.shopee.co.id/file/99df359679edf8dd87cde7c52230b082,https://shopee.co.id/-Silicone-Case-Premium-xiaomi-Redmi-Note-9-8-7-5-4-4X-8-POR-5-PRO-7-PRO-7S-Redmi-POCO-X3-NFC-9-9C-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X--Pink-Cherry-Summer-Dessert-i.77884290.7635767086,3dcase.id,,https://shopee.co.id/3dcase.id,shopee
246,Casing Xiaomi Redmi 9 Note 8 5A S2 4A 5A 6A 4X Note 5 5pro 6pro Note7 Cartoon Monsters Case,15833,73,4.7,https://cf.shopee.co.id/file/ea0a799097a9d6c008f1ba5bbab9356f,https://shopee.co.id/-Casing-Xiaomi-Redmi-9-Note-8-5A-S2-4A-5A-6A-4X-Note-5-5pro-6pro-Note7-Cartoon-Monsters-Case-i.46956772.2627735463,missconnie.id,,https://shopee.co.id/missconnie.id,shopee
232,Casing Soft Case Xiaomi Redmi 9 Note9 9pro 4x Note 5 Pro 5A 6 Pro 7 Pro Cartoon Monsters Cover,15833,64,4.8,https://cf.shopee.co.id/file/ea0a799097a9d6c008f1ba5bbab9356f,https://shopee.co.id/-Casing-Soft-Case-Xiaomi-Redmi-9-Note9-9pro-4x-Note-5-Pro-5A-6-Pro-7-Pro-Cartoon-Monsters-Cover-i.46956772.2233085229,missconnie.id,,https://shopee.co.id/missconnie.id,shopee
181,Phone soft Case xiaomi redmi note 4 4x 7 8 8pro pro softcase casing sh,16000,0,4.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/5/26/dc912a9a-0ede-4e97-9c65-bdab593342c6.jpg,https://m.tokopedia.com/central168/phone-soft-case-xiaomi-redmi-note-4-4x-7-8-8pro-pro-softcase-casing-sh-r-note-8-hitam?whid=0,GENNEXT OFFICIAL STORE,Jakarta Pusat,https://m.tokopedia.com/central168,tokopedia
213,CASING SOFT CASE XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 8 PRO 5 NOTE 7 NOTE 9 R217,16150,5,4.7,https://cf.shopee.co.id/file/a1328f4aa15ca9ba3cb7e92e81a2df1f,https://shopee.co.id/-CASING-SOFT-CASE-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-8-PRO-5-NOTE-7-NOTE-9-R217-i.158190750.4459640843,kungfucase,KOTA JAKARTA TIMUR,https://shopee.co.id/kungfucase,shopee
262,Case Xiaomi Redmi 9 Redmi Note9 9pro 4X 4A 5A 6A Redmi Note 5A 8pro 8 7 4 4X 5 5pro Cartoon Cute Peach Fruit Case Soft Clear Casing Cover,16564,71,4.9,https://cf.shopee.co.id/file/257f3be9755179f3abc72a871777a96e,https://shopee.co.id/-Case-Xiaomi-Redmi-9-Redmi-Note9-9pro-4X-4A-5A-6A-Redmi-Note-5A-8pro-8-7-4-4X-5-5pro-Cartoon-Cute-Peach-Fruit-Case-Soft-Clear-Casing-Cover-i.46956772.4727111238,missconnie.id,,https://shopee.co.id/missconnie.id,shopee
263,Xiaomi Redmi Note 2 3 3s 4A 4X 5A 5 6 6A 7 S2 Pro Plus Prime A2Lite Bear Soft Silicon Case Cover,16850,41,4.7,https://cf.shopee.co.id/file/a7b5f6aa26717aaf26a40818ce89cd96,https://shopee.co.id/-Xiaomi-Redmi-Note-2-3-3s-4A-4X-5A-5-6-6A-7-S2-Pro-Plus-Prime-A2Lite-Bear-Soft-Silicon-Case-Cover-i.13188287.4110807107,fashionmu.id,,https://shopee.co.id/fashionmu.id,shopee
223,Soft Case Xiaomi Redmi 9 9C NFC POCO X3 NFC 8 6A 5A 4A 8A PRO 8A Dual 10X Redmi Note 9 8 7 5 4 4X 8 PRO 5 PRO 7 PRO 7S Personalized Ticket Pattern Transparan Laser Case,16907,80,4.8,https://cf.shopee.co.id/file/53b3fdc868e92212a0ee1c0d5ba055d0,https://shopee.co.id/-Soft-Case-Xiaomi-Redmi-9-9C-NFC-POCO-X3-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X-Redmi-Note-9-8-7-5-4-4X-8-PRO-5-PRO-7-PRO-7S-Personalized-Ticket-Pattern-Transparan-Laser-Case-i.77884290.5443506219,3dcase.id,,https://shopee.co.id/3dcase.id,shopee
318,SOFTCASE XIAOMI REDMI NOTE 4X - HARDCASE DOVE MYCHOICE PLUS PELINDUNG KAMERA - AERO CASE,17000,15,0.0,https://s0.bukalapak.com/img/50975614192/large/data.,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/4fmx6tj-jual-softcase-xiaomi-redmi-note-4x-hardcase-dove-mychoice-plus-pelindung-kamera-aero-case,Mino shop,Jakarta Pusat - DKI Jakarta,https://www.bukalapak.com/u/bani_shop1,bukalapak
225,CASING SOFT CASE XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 8 PRO 5 NOTE 7 NOTE 9 R120,17000,Non,4.8,https://cf.shopee.co.id/file/fbd1255756adaf2e8c238aaee57d9156,https://shopee.co.id/-CASING-SOFT-CASE-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-8-PRO-5-NOTE-7-NOTE-9-R120-i.35026093.6610757930,rajakingkong,KOTA JAKARTA TIMUR,https://shopee.co.id/rajakingkong,shopee
268,CASING CASE ACK XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 8 PRO 5 NOTE 7 NOTE 9 R547,17000,Non,4.8,https://cf.shopee.co.id/file/917177a50bab6c6a89f2692234082249,https://shopee.co.id/-CASING-CASE-ACK-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-8-PRO-5-NOTE-7-NOTE-9-R547-i.158190750.4369509100,kungfucase,KOTA JAKARTA TIMUR,https://shopee.co.id/kungfucase,shopee
300,SOFTCASE XIAOMI REDMI 4X - HARDCASE DOVE MYCHOICE PLUS PELINDUNG KAMERA - AERO CASE,17000,15,5.0,https://s2.bukalapak.com/img/26223454192/large/data.,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/4fndkvv-jual-softcase-xiaomi-redmi-4x-hardcase-dove-mychoice-plus-pelindung-kamera-aero-case,Mino shop,Jakarta Pusat - DKI Jakarta,https://www.bukalapak.com/u/bani_shop1,bukalapak
234,Xiaomi Redmi 4A Note 3 4 4X 3S 5A 5 6 6A 7 8 7A K20 Prime Plus Pro S2 Y2 Shadow Silicon Case,17135,40,4.7,https://cf.shopee.co.id/file/d004cebef1605f00f3343187e565a208,https://shopee.co.id/-Xiaomi-Redmi-4A-Note-3-4-4X-3S-5A-5-6-6A-7-8-7A-K20-Prime-Plus-Pro-S2-Y2-Shadow-Silicon-Case-i.10841154.4711657466,mutouniao.id,,https://shopee.co.id/mutouniao.id,shopee
286,Casing Xiaomi Redmi Note8pro Redmi 4A 4X 5A 6A S2 Note 8 4X 5 5pro 6 6pro 7 Note 5A Prime Tide Brand TPU Case,17135,85,4.8,https://cf.shopee.co.id/file/3b222ebb5c52412ef13cb7c0151a7ddc,https://shopee.co.id/-Casing-Xiaomi-Redmi-Note8pro-Redmi-4A-4X-5A-6A-S2-Note-8-4X-5-5pro-6-6pro-7-Note-5A-Prime-Tide-Brand-TPU-Case-i.46956772.2864825408,missconnie.id,,https://shopee.co.id/missconnie.id,shopee
235,CASE XIAOMI REDMI 9T NOTE9PRO 9A 9C 4A 5A 6A 7A 8A Note4/4X Note5A Prime 6 7 8 Colourful Soft Star phone case | PT,17272,72,4.7,https://cf.shopee.co.id/file/5d79bb292b52a09a965c99a1908bffba,https://shopee.co.id/-CASE-XIAOMI-REDMI-9T-NOTE9PRO-9A-9C-4A-5A-6A-7A-8A-Note4/4X-Note5A-Prime-6-7-8-Colourful-Soft-Star-phone-case-|-PT-i.107833975.3526608707,phoneparts.id,,https://shopee.co.id/phoneparts.id,shopee
5,Bears Trunk Case Xiaomi redmi 4x 4a 5a note 5 pro 6a 6 7 8 casing cute,17500,50,4.7,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2020/11/8/5cd536ce-b69e-47fc-bdd8-0091edb2da0e.jpg,https://m.tokopedia.com/caseayangan-id/bears-trunk-case-xiaomi-redmi-4x-4a-5a-note-5-pro-6a-6-7-8-casing-cute-g-panda-hijau-redmi-4x?whid=0,Caseayangan ID,Jakarta Barat,https://m.tokopedia.com/caseayangan-id,tokopedia
174,Trunk case Xiaomi Redmi 4x 4A 5A 6A 7 NOTE 4 5 6 7 PRO casing simple,17500,50,4.7,https://images.tokopedia.net/img/cache/250-square/product-1/2020/4/20/2264092/2264092_c662b268-7d1c-4432-afe5-d8ba12b923c4_700_700,https://m.tokopedia.com/caseayangan-id/trunk-case-xiaomi-redmi-4x-4a-5a-6a-7-note-4-5-6-7-pro-casing-simple-kuning?whid=0,Caseayangan ID,Jakarta Barat,https://m.tokopedia.com/caseayangan-id,tokopedia
0,"XIAOMI REDMI 4A, REDMI 4X AERO BUMPER ARMOR CASE",17500,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/27/286a79be-4f65-4f51-8b65-a220098987f8.jpg,https://m.tokopedia.com/toko88acc/xiaomi-redmi-4a-redmi-4x-aero-bumper-armor-case-redmi-4a?whid=0,Toko 88 Acc,Jakarta Barat,https://m.tokopedia.com/toko88acc,tokopedia
272,CASE  XIAOMI REDMI 7A 6A 5A 4A 4X NOTE 5A NOTE 4X  OPPO A3S F9 A81 A7 A37,17850,49,4.7,https://cf.shopee.co.id/file/0bcaf29db932bd40f69c0ba8596cdef7,https://shopee.co.id/-CASE--XIAOMI-REDMI-7A-6A-5A-4A-4X-NOTE-5A-NOTE-4X--OPPO-A3S-F9-A81-A7-A37-i.198330838.4808741787,casestore_id,KAB. BOGOR,https://shopee.co.id/casestore_id,shopee
204,Casing Soft Case Xiaomi Redmi 4A 4X 5 Plus 6 6A S2 Pola BTS,17992,55,4.7,https://cf.shopee.co.id/file/31d0306aa3ab89d132945c1a5701b597,https://shopee.co.id/-Casing-Soft-Case-Xiaomi-Redmi-4A-4X-5-Plus-6-6A-S2-Pola-BTS-i.169411874.3739884098,juanzi520.id,,https://shopee.co.id/juanzi520.id,shopee
224,Popsockets Case xiaomi Redmi Note 9 8 7 5 4 4X 8 POR 5 PRO 7 PRO 7S Redmi POCO X3 NFC 9 9C NFC 8 6A 5A 4A 8A PRO 8A Dual 10X TPU Case Smartphone Motif Fashion Note,18035,82,4.9,https://cf.shopee.co.id/file/8d32f7fdb01f81b1e4b826e9f47568e1,https://shopee.co.id/-Popsockets-Case-xiaomi-Redmi-Note-9-8-7-5-4-4X-8-POR-5-PRO-7-PRO-7S-Redmi-POCO-X3-NFC-9-9C-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X-TPU-Case-Smartphone-Motif-Fashion-Note-i.60867560.9103402416,lovelycase.id,,https://shopee.co.id/lovelycase.id,shopee
278,CASING CASE KPR XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 5 PRO NOTE 7 NOTE 9 R494,18050,5,4.8,https://cf.shopee.co.id/file/6d27f4d32ea905133d19b0941fac3f3f,https://shopee.co.id/-CASING-CASE-KPR-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-5-PRO-NOTE-7-NOTE-9-R494-i.158190750.4362315949,kungfucase,KOTA JAKARTA TIMUR,https://shopee.co.id/kungfucase,shopee
260,Soft Casing Xiaomi Redmi POCO X3 NFC 9 9C NFC 8 6A 5A 4A 8A PRO 8A Dual 10X Redmi Note 9 8 7 5 4 4X 8 PRO 5 PRO 7 PRO 7S Cute Girl Silicone Phone Case With PopSocket,18297,82,4.8,https://cf.shopee.co.id/file/17c5ca730de16b30f1b57d00d72ecbe0,https://shopee.co.id/-Soft-Casing-Xiaomi-Redmi-POCO-X3-NFC-9-9C-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X-Redmi-Note-9-8-7-5-4-4X-8-PRO-5-PRO-7-PRO-7S-Cute-Girl-Silicone-Phone-Case-With-PopSocket-i.84650950.6822894721,casexiaomi.id,,https://shopee.co.id/casexiaomi.id,shopee
67,"SHOCKPROOF XIAOMI REDMI 4A, REDMI 4X AERO HARD COVER CASE",18500,0,4.5,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/27/f2232ad6-23be-4dbe-9750-b61fa99b3eaf.jpg,https://m.tokopedia.com/bjshop88/shockproof-xiaomi-redmi-4a-redmi-4x-aero-hard-cover-case-redmi-4a?whid=0,BJ Shop 88,Jakarta Barat,https://m.tokopedia.com/bjshop88,tokopedia
112,SHOCKPROOF XIAOMI REDMI NOTE 4X AERO HARD COVER CASE,18500,0,5.0,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/4/10/0b4721f6-9a97-4133-b48c-27f5c0545275.jpg,https://m.tokopedia.com/bjshop88/shockproof-xiaomi-redmi-note-4x-aero-hard-cover-case?whid=0,BJ Shop 88,Jakarta Barat,https://m.tokopedia.com/bjshop88,tokopedia
270,Xiaomi Redmi Note 8 8A Pro 7 6 5 5A Prime 4 4X Candy Color Anti Shock TPU Soft Matte Protective Case | TT,18538,54,4.8,https://cf.shopee.co.id/file/5dd73283bc7dc4d05368872a7ff00926,https://shopee.co.id/-Xiaomi-Redmi-Note-8-8A-Pro-7-6-5-5A-Prime-4-4X-Candy-Color-Anti-Shock-TPU-Soft-Matte-Protective-Case-|-TT-i.127252648.4437244753,shawncheng.id,,https://shopee.co.id/shawncheng.id,shopee
238,Soft Case Cover Belakang Xiaomi Redmi POCO X3 NFC 9 9C NFC 8 6A 5A 4A 8A PRO 8A Dual 10X Redmi Note 9 8 7 5 4 4X 8 PRO 5 PRO 7 PRO 7S  Motif Kartun Cute Monster Cartoon Color Light,18998,78,4.8,https://cf.shopee.co.id/file/fc33a005ad5962707d3ecca66ce7ba32,https://shopee.co.id/-Soft-Case-Cover-Belakang-Xiaomi-Redmi-POCO-X3-NFC-9-9C-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X-Redmi-Note-9-8-7-5-4-4X-8-PRO-5-PRO-7-PRO-7S--Motif-Kartun-Cute-Monster-Cartoon-Color-Light-i.77884290.7133830850,3dcase.id,,https://shopee.co.id/3dcase.id,shopee
171,CASE XIAOMI MI 5X/A1 REDMI 4X PRO 3 PRO CASING SILICON MARVEL COVER,19000,0,4.3,https://images.tokopedia.net/img/cache/250-square/product-1/2020/1/17/10527624/10527624_6441a059-408f-4aa7-ba41-5be9a7be1467_790_790,https://m.tokopedia.com/merymart/case-xiaomi-mi-5x-a1-redmi-4x-pro-3-pro-casing-silicon-marvel-cover-mi-5x-captain-america?whid=0,merymart,Jakarta Barat,https://m.tokopedia.com/merymart,tokopedia
1,"BUMPER CASE XIAOMI REDMI 4A, REDMI 4X MATTE TRANSPARENT COVER",19000,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/27/aa4f0937-e6b0-4a99-b712-64b10cb491d1.jpg,https://m.tokopedia.com/pasar-lapan8/bumper-case-xiaomi-redmi-4a-redmi-4x-matte-transparent-cover-redmi-4a?whid=0,Pasar Lapan 8,Jakarta Barat,https://m.tokopedia.com/pasar-lapan8,tokopedia
216,CASING  CASE KPR XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 5 PRO NOTE 7 NOTE 9 R420,19000,Non,4.8,https://cf.shopee.co.id/file/ff38c98776db716ffa262743e67a4879,https://shopee.co.id/-CASING--CASE-KPR-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-5-PRO-NOTE-7-NOTE-9-R420-i.158190750.3260340735,kungfucase,KOTA JAKARTA TIMUR,https://shopee.co.id/kungfucase,shopee
252,CASING CASE KPR XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 5 PRO NOTE 7 NOTE 9 R471,19000,Non,4.8,https://cf.shopee.co.id/file/b7378f80c7b6efb56ee37ac5776ebb17,https://shopee.co.id/-CASING-CASE-KPR-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-5-PRO-NOTE-7-NOTE-9-R471-i.158190750.5162135379,kungfucase,KOTA JAKARTA TIMUR,https://shopee.co.id/kungfucase,shopee
281,CASING CASE KPR XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 NOTE 8 NOTE 5 NOTE 5 PRO NOTE 7 NOTE 9 R535,19000,Non,4.8,https://cf.shopee.co.id/file/c76341131cf5b0063617bbb77c5c745d,https://shopee.co.id/-CASING-CASE-KPR-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-NOTE-8-NOTE-5-NOTE-5-PRO-NOTE-7-NOTE-9-R535-i.35026093.5168983451,rajakingkong,KOTA JAKARTA TIMUR,https://shopee.co.id/rajakingkong,shopee
38,"FOR XIAOMI REDMI 4A, 4X, NOTE 4, NOTE 4X, 5A, NOTE 5A - NEKO CAT CASE",19000,0,4.9,https://images.tokopedia.net/img/cache/250-square/product-1/2018/5/28/902755/902755_999918ee-cd7b-40b7-a1b5-bea5c6f51399_738_738.jpg,https://m.tokopedia.com/lakucart/for-xiaomi-redmi-4a-4x-note-4-note-4x-5a-note-5a-neko-cat-case-redmi-4a-black?whid=0,lakucart,Jakarta Barat,https://m.tokopedia.com/lakucart,tokopedia
241,Casing Soft Case Tpu Silikon Untuk Xiaomi Redmi Note 4 / 4x,19214,42,4.6,https://cf.shopee.co.id/file/f704921384a8ceea0e7a7de68d088355,https://shopee.co.id/-Casing-Soft-Case-Tpu-Silikon-Untuk-Xiaomi-Redmi-Note-4-/-4x-i.401154515.5782794959,lqs119903.id,,https://shopee.co.id/lqs119903.id,shopee
299,Casing Soft Case Tpu Silikon Untuk Xiaomi Redmi Note 4 / 4x,19214,42,4.7,https://cf.shopee.co.id/file/5433175e048328f43620ab747b459d2f,https://shopee.co.id/-Casing-Soft-Case-Tpu-Silikon-Untuk-Xiaomi-Redmi-Note-4-/-4x-i.401154515.3019942041,lqs119903.id,,https://shopee.co.id/lqs119903.id,shopee
243,Casing Matte Xiaomi Mi A2 6X Redmi 4X 3S 6 6A 7 7A Redmi K20 Pro Note 6 / 7 / 8 / 9S / 9 Pro Max Hard Frameless Phone Case,19306,65,4.7,https://cf.shopee.co.id/file/14ec3b1592d177deeb8fc3433ccbe28f,https://shopee.co.id/-Casing-Matte-Xiaomi-Mi-A2-6X-Redmi-4X-3S-6-6A-7-7A-Redmi-K20-Pro-Note-6-/-7-/-8-/-9S-/-9-Pro-Max-Hard-Frameless-Phone-Case-i.140991771.4601686897,flexwill.id,,https://shopee.co.id/flexwill.id,shopee
293,Xiaomi Redmi Note 9 9s 9pro 8 4A 5A 6A 4X Note redmi 9 4 prime 5 6 7 pro Fashion Batman Iron man Soft Phone case,19420,83,4.8,https://cf.shopee.co.id/file/b3afe432d8c26717faac00242004272f,https://shopee.co.id/-Xiaomi-Redmi-Note-9-9s-9pro-8-4A-5A-6A-4X-Note-redmi-9-4-prime-5-6-7-pro-Fashion-Batman-Iron-man-Soft-Phone-case-i.62985033.2774481799,superconnie.id,,https://shopee.co.id/superconnie.id,shopee
113,Case Dove Xiaomi Redmi 4X My Choise Polos Armor Matte,19500,0,5.0,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/5/5/6a9feadb-220b-44a7-b9d1-35dc14160237.jpg,https://m.tokopedia.com/rnaonlinee/case-dove-xiaomi-redmi-4x-my-choise-polos-armor-matte?whid=0,Rna_online,Jakarta Pusat,https://m.tokopedia.com/rnaonlinee,tokopedia
